"cutoff","block.mse.last","lm.mse.windowsize=2"
202,0.0235045449950321,0.0261222762367067
203,0.0240991889669352,0.0280099023272529
204,0.0244676869680602,0.0286320962471935
205,0.0239583916140416,0.0308549382969693
206,0.0231124048180685,0.0273308862481998
207,0.0241313484988905,0.0295502413415737
208,0.0253702014292871,0.0278673132567023
209,0.0273755700864578,0.029695701396437
210,0.025779331455658,0.0283202334905523
211,0.0270095585338945,0.0296651403599325
212,0.0261194657540742,0.0300645512139073
213,0.0256860619582876,0.0315166468808551
214,0.025706572297924,0.030902846188487
215,0.0240500153759314,0.0278543922793822
216,0.0279729946755571,0.0311972916645207
217,0.0259919097218733,0.0296403610686487
218,0.0266639932101939,0.0301993673286693
219,0.0271688125802059,0.0326869862139895
220,0.0287978033985174,0.0337697548950391
221,0.0304368814733383,0.0385752635619096
222,0.0326189271856565,0.0455450276497054
223,0.0389340338097288,0.0766169242754035
224,0.0332221945613609,0.0385777762356717
225,0.0334859722739644,0.0415895183835851
226,0.0330739200610111,0.0386652236205072
227,0.0332399419395191,0.0505528781630368
228,0.0348667021117418,0.0439218266599107
229,0.0384613796049774,0.050869641786081
230,0.0409003987507552,0.0622540942705261
231,0.0356844407040867,0.0476986245843555
232,0.0380590700768704,0.0430721424327817
233,0.0334963581295513,0.0383800119977905
234,0.0276857886762239,0.0372760820559748
235,0.0254365743891943,0.0380853263028562
236,0.0279678443055455,0.0491274173935203
237,0.0328671140743844,0.0393524589288538
238,0.0332915727212599,0.0403321443696298
239,0.0347581537717369,0.0483827534654051
240,0.0301159428105446,0.0343403032048426
241,0.0278266410661102,0.0343612075141263
