"cutoff","grf.rmse","lm.rmse.windowsize=2","lm.rmse.windowsize=4","lm.rmse.windowsize=8","lm.rmse.windowsize=16"
119,0.206346285563437,0.213616979469191,0.242101582626551,0.285057389419719,0.354416543170689
120,0.215900327658032,0.226603003801119,0.241484983769755,0.285412654412912,0.350661487207215
121,0.217000747665044,0.232126234719393,0.251264051473072,0.289436300828797,0.351055113705489
122,0.211724482285565,0.225451136669995,0.253329764676914,0.290191033104145,0.345742260670237
123,0.21410531279991,0.231715263437585,0.25562175444234,0.296012184196946,0.349593454547333
124,0.216406987320677,0.237435513434904,0.253737807120502,0.290668575808453,0.340510190447079
125,0.203536112465011,0.231261231950561,0.24464764583834,0.282584239776988,0.332480935286252
126,0.210719541052398,0.219254270841276,0.243046260047515,0.282486396208172,0.337425506419672
127,0.212130623328035,0.221977370277496,0.246057586145679,0.28103785303606,0.332496998816807
128,0.209133074854824,0.223162279559467,0.244542506406326,0.281651561605814,0.328126605887357
129,0.223182328816221,0.251721981761744,0.264541098795163,0.298278709902188,0.339382690368607
130,0.226693820759196,0.265861978861895,0.280490937099431,0.309642200147523,0.344138671991395
131,0.230729724528504,0.252900772324999,0.283723034215781,0.311438189666738,0.343055809868155
132,0.241600675893316,0.250649453758354,0.281854766811857,0.313605523460418,0.344285283948967
133,0.254450018983532,0.26366021151135,0.287071022185854,0.323925979106389,0.35251965121572
134,0.230530645366618,0.23973844592789,0.269730278490567,0.320759029685013,0.354346397726811
135,0.221144102475767,0.236778108937017,0.259393921981795,0.307051716361965,0.346122614267658
136,0.225015098667026,0.305034686667111,0.274437034367189,0.294680021029696,0.332447922202084
137,0.228887867557239,0.281004079366937,0.303687428601648,0.303272855267969,0.334528610171067
138,0.23824655667565,0.261563817907161,0.296061643234812,0.307803946936135,0.33046059615375
139,0.249835663725318,0.277321319716163,0.279638146372844,0.301894443725146,0.329171770520418
140,0.257821021616191,0.296641580387221,0.294986340560786,0.30959921955137,0.330980566686206
141,0.220967216802334,0.233882666527528,0.283559859053918,0.307205735046538,0.328363742130224
142,0.216652564003392,0.23361801625569,0.261155667203979,0.304014214040554,0.328590152344523
143,0.207927229007786,0.238172234934334,0.24908208296831,0.29406945249103,0.328584320407921
144,0.20994033651029,0.240145955639213,0.254060921373887,0.291164484569206,0.332227298227048
145,0.217613224913009,0.239545485306008,0.266156538479916,0.291118313943972,0.332826235504375
146,0.225548596608686,0.247398926462906,0.271497213825526,0.297395598320878,0.328335362388718
147,0.223796672455798,0.231426683245478,0.261128839418686,0.299394436989557,0.32754229742808
148,0.238589708472011,0.247252009604898,0.264509481813394,0.3055174507915,0.333217175297766
149,0.233196695013377,0.23920711292488,0.267138655090011,0.307794383954891,0.33683877082111
150,0.22176830976222,0.236042709359015,0.26263227440231,0.308303439853181,0.344648871493014
151,0.212894760269452,0.237355572764017,0.258422572076578,0.306754832939135,0.350027092462716
152,0.220018969828028,0.257374301462607,0.27410668511442,0.308168891404261,0.355530179485166
153,0.229643895574024,0.305435666561924,0.289733995128224,0.31057401424502,0.351424665356476
154,0.212906838738042,0.339715818067394,0.276892014291806,0.302849105567917,0.345556811206175
155,0.21189827023618,0.245657287653814,0.288192523543845,0.303711914369923,0.340256636979304
156,0.221042639626014,0.254247347418627,0.295645110439874,0.306718027976308,0.334238350676651
157,0.21027560452607,0.222507926336469,0.257985378287126,0.303885744327955,0.32806188296768
158,0.220663083453233,0.22917346178065,0.252954482364633,0.305177830306707,0.329028875471901
159,0.248601150737099,0.260993365361874,0.274797167209449,0.323779873040924,0.34781245777231
160,0.230795931612013,0.242499455217973,0.269705437205006,0.314569380560564,0.345748888800039
161,0.223046313675907,0.242450255083167,0.265569868395269,0.304951065922475,0.343522001954514
162,0.231436205444409,0.249753290370248,0.267802259752201,0.304923382082193,0.345762411853526
163,0.220119690277359,0.247304413382221,0.271948469815424,0.306745243399272,0.349187863318982
164,0.21013183842219,0.228617760297999,0.260451491598261,0.299468983919699,0.343985651080249
165,0.207064331041234,0.230239279088622,0.250550046877621,0.295903939310405,0.343503576677791
166,0.214539438564398,0.262167192066325,0.260902076344549,0.29835850301704,0.343140266452119
167,0.220756259278089,0.257474185173159,0.277455726052118,0.302352812774461,0.340279859484509
168,0.196565420141242,0.228175749554842,0.265908024139919,0.297741859121087,0.336628390261084
169,0.204087178983886,0.230273263173203,0.2519743681971,0.299532222444463,0.337915791916755
170,0.205302213936756,0.226867564581675,0.245955610595796,0.295561565603931,0.33592553878974
171,0.204302024841358,0.231902738968088,0.247982175838542,0.292102981598513,0.336471121615432
172,0.186127944011091,0.201254926620091,0.235940763682559,0.281330260797967,0.332376896933382
173,0.181290111370926,0.190416758980435,0.217713897532009,0.268893499042771,0.326861101632781
174,0.183456101602371,0.194153307969522,0.211877133291017,0.258776766054882,0.323809548761662
175,0.18547875927406,0.1982779292984,0.21179332431184,0.251596349526642,0.317711115565148
176,0.180612599714825,0.215749612985967,0.217427903461246,0.248862531289821,0.307453139119953
177,0.175180022283114,0.192093155164362,0.217215262351298,0.245269175025605,0.298821268195665
178,0.178304847472416,0.198343298209255,0.21424167223447,0.243847683730791,0.292257136618462
179,0.166309290331462,0.201016971153454,0.206019681058937,0.238556680599762,0.282796129176635
180,0.169067988354388,0.199095833949799,0.21336414065823,0.238799523395513,0.279917700174539
181,0.171019873849765,0.192544872869442,0.218912504607409,0.241659007478752,0.28005009638068
182,0.177797702379788,0.197774810976708,0.218280670246691,0.246776243513297,0.28130585785063
183,0.17637460156208,0.193159464605417,0.213508580034334,0.247576768878056,0.280055448207296
184,0.177624735802911,0.193249826411946,0.213637439463479,0.250470656218946,0.28352578064186
185,0.170736362281513,0.184283370673587,0.210519722412056,0.248684826202148,0.286828818522206
186,0.165986839052666,0.181640164078018,0.200578049089007,0.243626306468675,0.286139268889174
187,0.153864239481763,0.16856174319802,0.18807206652715,0.227017806247331,0.27353908285533
188,0.159324865863515,0.172679402207325,0.191874842211448,0.223721616544951,0.268722174561277
189,0.163405769767405,0.175557151764913,0.192495602910085,0.223401137041702,0.265649538590904
190,0.165645848141505,0.179334998093892,0.194671348112465,0.224990649714839,0.26318584843376
191,0.168223612199448,0.181382105939983,0.197587081764187,0.228055080464127,0.264136815092171
192,0.159893249732852,0.168153526960501,0.193707177980861,0.227958503167221,0.263999680004586
193,0.154691928424028,0.163445038753705,0.183352450299045,0.224304300428433,0.263621353502255
194,0.154301332655307,0.162815769919315,0.181201097832317,0.222481037452634,0.265070993955809
195,0.158270346893978,0.171019547073399,0.183429183573494,0.217544765437782,0.263508774444264
196,0.160385611291916,0.171482596750315,0.188804217163834,0.22008277596324,0.265630580341248
197,0.159629392363361,0.171893524584898,0.191985200267806,0.220623833149555,0.266522385723005
198,0.162085741255602,0.174613885976486,0.191951816341862,0.225321250537861,0.267887182697793
199,0.161165823920406,0.166608388453449,0.191284282799288,0.22852227063676,0.269731145467299
200,0.15753226393092,0.163780037086256,0.18570802632111,0.226311309045016,0.268760521000096
201,0.153824246753574,0.157362234124357,0.180675842348522,0.221401170963382,0.266839769500172
202,0.153311920590123,0.161623872731434,0.178145835731059,0.217100637384788,0.268205756217003
203,0.155239134779009,0.167361591553298,0.181930228688107,0.21613412755797,0.265775335430727
204,0.156421504174011,0.169210213188192,0.184280277913491,0.214901489229858,0.263845738861764
205,0.15478498510528,0.175655738013221,0.188473980408169,0.215901442785693,0.26341444464987
206,0.152027644913905,0.165320556036446,0.183133335338528,0.216642216942885,0.264629908705986
207,0.155342680866819,0.171901836353117,0.185747576256025,0.215044735682903,0.262730817654073
208,0.159280260639186,0.166935057003322,0.186908839350073,0.214224585175509,0.260775240126263
209,0.165455643864021,0.172324407430976,0.190078749888234,0.216673179250095,0.259769110661571
210,0.160559432783185,0.168286165475812,0.186022013619207,0.214562050326838,0.255229262975333
211,0.164345850370171,0.172235711627794,0.186115616274406,0.214794307305203,0.253038312865578
212,0.161615177981755,0.173391323929161,0.185481368866831,0.212722267068433,0.249390645177169
213,0.160268717965446,0.177529284572588,0.189766291958518,0.213679686124644,0.247537331593874
214,0.160332692542488,0.175792053826352,0.196600032575718,0.217793657545828,0.248369880498557
215,0.155080673766693,0.166896351905553,0.189680902108115,0.216942562414294,0.246050596232613
216,0.167251291999665,0.176627550695017,0.195296996592948,0.224019193996748,0.251001976549072
217,0.161220066126625,0.172163762356219,0.188851260161936,0.219895415905013,0.247120260334138
218,0.16329113022511,0.17377965165309,0.189623460390979,0.221912479776636,0.249340519933951
219,0.164829647151858,0.180795426418893,0.196187351835321,0.226655751280441,0.254818685195414
220,0.169699155562181,0.183765488857509,0.193763653292427,0.220993661952933,0.253034823604863
221,0.174461690560817,0.196405864377593,0.205485229606139,0.223691757251312,0.253681655458171
222,0.180607107240154,0.213412810416117,0.220664114227615,0.233385603291577,0.258205382957148
223,0.197317089502478,0.276797623319644,0.250146358005399,0.251867129654593,0.268751815754687
224,0.182269565647589,0.19641226090973,0.220129856617994,0.24329459717016,0.267245913954324
225,0.182991727337507,0.20393508374869,0.216865054626491,0.244057071423978,0.269812581246912
226,0.181862365708277,0.196634746727294,0.232511016390848,0.263421253898374,0.281300839837405
227,0.182318243572932,0.224839672128912,0.24469466405681,0.254277765893313,0.280058005070028
228,0.186726275900693,0.209575348406989,0.239344698802997,0.253197818746861,0.279536576996927
229,0.196115730131413,0.2255429932099,0.247566649621966,0.266738458260938,0.29236737016638
230,0.202238470006958,0.249507703830014,0.228055049667093,0.254454715243001,0.276564635020733
231,0.188903257526403,0.218400147857907,0.241371878442068,0.26080763045571,0.276353143751848
232,0.195087339611955,0.207538291485648,0.240802731647726,0.264333403164665,0.278455982672087
233,0.183020103074912,0.195908172360906,0.220624672504522,0.259648069013388,0.276216023739902
234,0.166390470509053,0.193070148018731,0.204532715361865,0.247132764958724,0.27113090247064
235,0.159488477292857,0.195154621525744,0.211463827219461,0.245193229783874,0.262432593799367
236,0.16723589419005,0.221647055909886,0.221502751075898,0.238694723021207,0.257004129658828
237,0.18129289581885,0.19837454203817,0.224962378595764,0.240622762795496,0.258032979402332
238,0.182459783846359,0.200828644295653,0.219659039671494,0.242467257925475,0.258580947550859
239,0.18643538765947,0.219960799838074,0.217267949197283,0.244461620006434,0.263899963276951
240,0.17353945606272,0.185311368255816,0.207793392561986,0.239418657835715,0.261791885302396
241,0.166813192122536,0.185367762877277,0.200780023956859,0.235172746948787,0.262919059664118
