"cutoff","block.mape","block.mape.0","block.mape.last"
178,0.0606078588422475,0.02892796938276,0.0288566580389363
179,0.0608360793228624,0.027898547314701,0.0278114363635926
180,0.0635730528954535,0.0286482991285125,0.02874225713148
181,0.0646142903365492,0.028925372244603,0.0290995101841861
182,0.0649574625590649,0.0295376121418095,0.0296722150630703
183,0.0656466291440905,0.029347359676129,0.0294320260837189
184,0.0640791737665341,0.0289343269643732,0.0290277844909278
185,0.0618327575631206,0.0282440767284362,0.0283209140780686
186,0.059457667520535,0.0274202194862957,0.0274220147436429
187,0.0581467178071608,0.0266245183558865,0.0266688808544827
188,0.0594187638128923,0.0272971470725273,0.0273030520852678
189,0.0602266311957216,0.0274636343411263,0.0275162914952385
190,0.0571712582001193,0.0272034404837463,0.0272894992244841
191,0.0567480883597659,0.0271778634291646,0.0272629681145973
192,0.0553612121303599,0.0265634245529615,0.0265800149028289
193,0.0551771152707448,0.0265995727993959,0.0265037434281368
194,0.0551672084033426,0.0264893104203527,0.026472418987195
195,0.0552844486605489,0.0270551439436734,0.0270867802585193
196,0.0539428061026725,0.0271519180650118,0.0271769072628375
197,0.0541247853107049,0.0275959325981594,0.0276059687762281
198,0.0533900660393559,0.0278222360092641,0.0278183806928232
199,0.0525002575303215,0.0281108260729176,0.0280616725934841
200,0.0501960173985298,0.0269690914525438,0.0268640680712327
201,0.046546948552358,0.0263313332142741,0.0262586255274147
202,0.0445965488878645,0.0261895024442204,0.0261477726656173
203,0.0427411024180461,0.0260657468613709,0.0260380503658225
204,0.0416958700688036,0.0259541212957216,0.0259521825429528
205,0.0400563132118342,0.0251500380393411,0.0251975640772671
206,0.0396464331115687,0.0241525578437522,0.0241595196047576
207,0.0381505358508213,0.0240443497831106,0.0240477865079165
208,0.0398730412630046,0.0253328398103904,0.0253134061909178
209,0.0405190541796264,0.0259792935967263,0.0259558615087905
210,0.0404391733424217,0.026117099236968,0.0261035153017729
211,0.0412722492705616,0.0269315867455415,0.0269224471508312
212,0.0411800917923878,0.0267716856076582,0.0267238607716095
213,0.0407210682887639,0.0262471389337281,0.0262255573768044
214,0.040326614958939,0.026141165880632,0.0261447936178428
215,0.0394371635415859,0.0255169585019136,0.0255500267978243
216,0.0409755294256324,0.026466198150018,0.0264739835523673
217,0.0409341812829146,0.0261792059571456,0.0262497718575455
218,0.0420538309581823,0.0266421057665848,0.0266861269517736
219,0.0414449895394449,0.0262169029918517,0.0262525983747564
220,0.0424346668235732,0.0264320838191487,0.0265009025809337
221,0.0423931533595391,0.0264077004154297,0.0264817970955457
222,0.0424330245598895,0.0265568029581665,0.0266150166233397
223,0.0444089058744259,0.0284457461568379,0.0285016613544063
224,0.0431090102602614,0.0281137059977982,0.0280454886377609
225,0.0430359944292288,0.0280312108859891,0.028053287360023
226,0.0439790041600977,0.0279605601796341,0.0279715835253375
227,0.0436309377533467,0.0280689895621505,0.0279805737863727
228,0.0441992413757364,0.027653500999636,0.0276676385592237
229,0.0477411340625996,0.0301023265827319,0.0301503791918221
230,0.0476073767096907,0.0299598900519903,0.0299622957118909
231,0.0477662791897464,0.0303102317238379,0.0303863191538597
232,0.0484394735070921,0.0307536242372465,0.0307734788053369
233,0.0464769078927416,0.0288718896210953,0.0288561825614236
234,0.0469466703763209,0.0270913315031706,0.0270451532402566
235,0.0458172287517603,0.0253215105989085,0.0254111459147004
236,0.0488289703852663,0.0271652713227131,0.0273206252842683
237,0.0490175955442823,0.0286133496883076,0.0287810628896486
238,0.0501811036314766,0.0301320392047258,0.0302771691020467
239,0.049220084256024,0.029781503943543,0.0299682492025433
240,0.0468559370338706,0.0287397794604013,0.0287573328222008
241,0.0434298677393825,0.0266788015995157,0.0267127379944714
242,0.0442175053608427,0.0268226054452909,0.0268248605452331
243,0.0435879777511214,0.0273349966591844,0.0273547268449961
244,0.047728213212707,0.0301742698965019,0.030190857437877
245,0.049683559698831,0.0319488605778804,0.0319886260282288
